sexe,prenom_usuel,xxxx-xxxx,1891-1900,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2020,total
1,Aëden,4,0,0,0,0,0,0,0,0,0,0,0,0,24,28
1,Aël,8,0,0,0,0,0,0,0,0,0,0,4,4,180,196
1,Aëlig,3,0,0,0,0,0,0,0,0,0,0,0,0,25,28
1,Aïdan,1,0,0,0,0,0,0,0,0,0,0,0,21,700,722
1,Aïdann,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47
1,Aïden,1,0,0,0,0,0,0,0,0,0,0,0,5,724,730
1,Aïlan,8,0,0,0,0,0,0,0,0,0,0,0,0,17,25
1,Aïman,24,0,0,0,0,0,0,0,0,0,0,0,4,13,41
1,Aïmane,15,0,0,0,0,0,0,0,0,0,0,3,3,27,48
1,Aïmen,14,0,0,0,0,0,0,0,0,0,0,4,7,49,74
1,Aïron,6,0,0,0,0,0,0,0,0,0,0,0,0,27,33
1,Aïssa,42,0,0,0,0,0,0,0,21,29,16,21,25,674,828
1,Aïssam,14,0,0,0,0,0,0,0,0,0,0,0,3,74,91
1,Aïtor,11,0,0,0,0,0,0,0,0,0,0,0,0,10,21
1,Aïwen,5,0,0,0,0,0,0,0,0,0,0,0,0,23,28
1,Ba,47,0,0,0,0,0,0,0,0,0,8,8,3,4,70
1,Baba,10,0,0,0,0,0,0,0,0,22,68,86,112,93,391
1,Babacar,15,0,0,0,0,0,0,0,10,20,57,102,122,149,475
1,Babak,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Babakar,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1,Babou,17,0,0,0,0,0,0,0,0,3,0,0,3,0,23
1,Babylas,32,3,26,43,66,47,15,0,0,0,0,0,0,0,232
1,Bacar,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Bacari,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1,Bacary,36,0,0,0,0,0,0,0,0,0,8,16,9,28,97
1,Bacem,28,0,0,0,0,0,0,0,0,0,6,3,0,4,41
1,Bachar,33,0,0,0,0,0,0,0,0,0,3,0,10,0,46
1,Bacher,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1,Bachir,0,0,0,0,0,0,40,217,499,463,398,193,227,199,2236
1,Bachirou,23,0,0,0,0,0,0,0,0,0,0,0,0,3,26
1,Badar,41,0,0,0,0,0,0,0,0,0,15,0,0,0,56
1,Badara,41,0,0,0,0,0,0,0,0,0,0,4,10,17,72
1,Bader,11,0,0,0,0,0,0,0,0,28,70,61,94,95,359
1,Bader-Eddine,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1,Baderdine,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1,Badi,46,0,0,0,0,0,0,0,0,0,15,3,3,3,70
1,Badice,19,0,0,0,0,0,0,0,0,0,0,0,32,4,55
1,Badie,17,0,0,0,0,0,0,0,0,0,0,0,3,0,20
1,Badir,35,0,0,0,0,0,0,0,0,3,0,0,0,0,38
1,Badis,7,0,0,0,0,0,0,0,26,70,105,201,710,723,1842
1,Badiss,27,0,0,0,0,0,0,0,0,0,3,8,44,38,120
1,Badisse,36,0,0,0,0,0,0,0,0,0,0,3,12,6,57
1,Badr,3,0,0,0,0,0,0,0,0,101,279,215,330,356,1284
1,Badr-Dine,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1,Badr-Eddine,31,0,0,0,0,0,0,0,0,0,15,27,48,26,147
1,Badra,21,0,0,0,0,0,0,0,0,0,0,0,10,14,45
1,Badradine,27,0,0,0,0,0,0,0,0,3,5,0,3,0,38
1,Badre,6,0,0,0,0,0,0,0,0,107,172,83,51,32,451
1,Badre-Eddine,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1,Badreddine,15,0,0,0,0,0,0,0,0,22,38,54,94,75,298
1,Badredine,30,0,0,0,0,0,0,0,7,44,45,36,58,29,249
1,Badri,54,0,0,0,0,0,0,0,0,7,0,0,0,0,61
1,Bady,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1,Badys,17,0,0,0,0,0,0,0,0,0,0,0,64,44,125
1,Badyss,17,0,0,0,0,0,0,0,0,0,0,0,37,7,61
1,Bafode,11,0,0,0,0,0,0,0,0,0,10,93,123,55,292
1,Bafodé,7,0,0,0,0,0,0,0,0,0,0,0,3,73,83
1,Bagdad,45,0,0,0,0,0,0,0,26,27,0,0,0,0,98
1,Bagdadi,17,0,0,0,0,0,0,0,3,0,0,0,0,0,20
1,Baghdad,41,0,0,0,0,0,0,0,0,5,4,0,0,0,50
1,Baghdadi,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1,Bah,31,0,0,0,0,0,0,0,0,0,0,3,4,3,41
1,Baha,26,0,0,0,0,0,0,0,0,4,3,0,0,8,41
1,Bahadir,28,0,0,0,0,0,0,0,0,0,0,3,5,0,36
1,Bahattin,29,0,0,0,0,0,0,0,0,0,0,0,3,0,32
1,Bahi,32,0,0,0,0,0,0,0,0,0,0,0,0,3,35
1,Bahoz,8,0,0,0,0,0,0,0,0,0,0,0,8,18,34
1,Bahri,47,0,0,0,0,0,0,0,0,7,17,30,5,3,109
1,Bahtiyar,18,0,0,0,0,0,0,0,0,0,0,3,0,0,21
1,Baidy,31,0,0,0,0,0,0,0,0,0,4,6,36,11,88
1,Baila,30,0,0,0,0,0,0,0,0,0,0,4,3,0,37
1,Bairam,20,0,0,0,0,0,0,0,0,0,0,0,0,3,23
1,Bajram,17,0,0,0,0,0,0,0,0,0,0,0,18,14,49
1,Bakar,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1,Bakari,9,0,0,0,0,0,0,0,0,12,96,77,91,74,359
1,Bakary,10,0,0,0,0,0,0,0,0,64,228,253,426,427,1408
1,Bakasso,31,0,0,0,0,0,0,0,0,0,0,0,11,3,45
1,Bakaye,22,0,0,0,0,0,0,0,0,0,0,0,4,3,29
1,Baker,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1,Baki,36,0,0,0,0,0,0,0,0,0,13,17,23,7,96
1,Bakir,34,0,0,0,0,0,0,0,0,3,0,0,0,4,41
1,Bakou,22,0,0,0,0,0,0,0,0,0,0,0,3,0,25
1,Bakoutoubo,24,0,0,0,0,0,0,0,0,0,0,4,15,28,71
1,Bakr,29,0,0,0,0,0,0,0,0,0,0,0,4,6,39
1,Bala,29,0,0,0,0,0,0,0,0,0,10,11,22,0,72
1,Balal,20,0,0,0,0,0,0,0,0,0,0,3,0,0,23
1,Balamine,24,0,0,0,0,0,0,0,0,0,0,3,21,14,62
1,Baldomero,12,0,0,0,0,0,0,0,9,0,0,0,0,0,21
1,Balian,7,0,0,0,0,0,0,0,0,0,0,0,34,39,80
1,Baligh,19,0,0,0,0,0,0,0,0,15,9,3,0,0,46
1,Balla,10,0,0,0,0,0,0,0,0,7,47,38,77,63,242
1,Baltasar,18,0,0,0,0,0,0,0,3,0,0,0,0,0,21
1,Baltazar,69,0,0,0,0,0,0,0,0,3,0,0,12,20,104
1,Balthasar,50,0,3,0,0,0,0,0,0,0,0,0,0,0,53
1,Balthazar,60,3,22,13,18,10,0,12,17,29,64,234,586,571,1639
1,Balthazard,20,0,6,0,3,3,0,0,0,0,0,0,0,0,32
1,Balthus,10,0,0,0,0,0,0,0,0,0,0,0,10,6,26
1,Bamba,21,0,0,0,0,0,0,0,0,0,13,21,40,35,130
1,Bambo,18,0,0,0,0,0,0,0,0,0,3,25,71,54,171
1,Bamory,21,0,0,0,0,0,0,0,0,3,0,0,0,0,24
1,Bandiougou,7,0,0,0,0,0,0,0,0,8,78,49,78,53,273
1,Bandjougou,14,0,0,0,0,0,0,0,0,0,3,7,20,24,68
1,Banfa,27,0,0,0,0,0,0,0,0,0,0,8,15,28,78
1,Bangali,25,0,0,0,0,0,0,0,0,0,4,0,6,0,35
1,Bangaly,27,0,0,0,0,0,0,0,0,0,3,14,44,35,123
1,Banta,39,0,0,0,0,0,0,0,0,0,0,6,12,0,57
1,Bao,24,0,0,0,0,0,0,0,0,7,27,17,32,53,160
1,Baptist,20,0,0,0,0,0,0,0,0,0,0,13,73,20,126
1,Baptista,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1,Baptiste,0,257,2840,1725,1250,654,220,125,119,3088,13021,28109,33503,17271,102182
1,Baptistin,30,49,622,373,241,69,18,0,0,0,14,77,87,44,1624
1,Baptyste,28,0,0,0,0,0,0,0,0,0,0,0,3,6,37
1,Bara,33,0,0,0,0,0,0,0,0,0,0,3,10,22,68
1,Baraa,12,0,0,0,0,0,0,0,0,0,0,0,3,31,46
1,Barack,6,0,0,0,0,0,0,0,0,0,0,0,15,15,36
1,Barae,7,0,0,0,0,0,0,0,0,0,0,0,0,18,25
1,Baraka,23,0,0,0,0,0,0,0,0,0,0,0,3,3,29
1,Baran,8,0,0,0,0,0,0,0,0,0,0,47,331,229,615
1,Barbe,17,4,41,65,77,81,55,42,14,0,0,0,0,0,396
1,Barded,22,0,0,0,0,0,0,0,0,3,0,0,0,0,25
1,Barek,19,0,0,0,0,0,0,0,3,0,0,0,0,0,22
1,Baris,5,0,0,0,0,0,0,0,0,25,102,165,139,47,483
1,Barka,27,0,0,0,0,0,0,0,0,0,3,0,0,0,30
1,Barnabe,9,10,92,93,101,102,84,68,70,44,108,216,423,27,1447
1,Barnaby,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1,Barnabé,19,0,0,0,0,0,0,0,0,0,22,52,12,183,288
1,Barney,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1,Baroudi,33,0,0,0,0,0,0,0,3,10,5,0,0,0,51
1,Barry,39,0,0,0,0,0,0,26,11,4,7,15,21,29,152
1,Bart,53,0,0,0,0,0,0,0,6,0,0,0,0,6,65
1,Barthelemi,12,8,76,7,3,0,0,0,0,0,0,0,0,0,106
1,Barthelemy,1,128,1481,1061,1045,613,303,237,168,203,431,504,447,51,6673
1,Bartholome,59,0,0,3,18,3,0,0,3,0,0,23,83,3,195
1,Bartholomé,6,0,0,0,0,0,0,0,0,0,0,0,0,50,56
1,Barthélemy,24,0,0,0,0,0,0,0,0,0,0,0,5,120,149
1,Barthélémy,44,0,0,0,0,3,0,0,0,38,82,66,6,154,393
1,Bartimée,9,0,0,0,0,0,0,0,0,0,0,0,0,13,22
1,Bartlomiej,20,0,0,0,0,0,0,0,0,0,0,0,3,3,26
1,Bartolome,56,0,0,0,9,6,0,0,26,16,0,8,20,0,141
1,Bartolomeo,40,0,0,0,7,0,0,6,12,0,0,0,0,0,65
1,Bartolomé,12,0,0,0,0,0,0,0,0,0,0,0,0,15,27
1,Bartosz,20,0,0,0,0,0,0,0,0,0,0,0,15,24,59
1,Bary,19,0,0,0,0,0,0,0,0,0,0,0,0,4,23
1,Basekou,28,0,0,0,0,0,0,0,0,0,0,11,9,0,48
1,Basem,23,0,0,0,0,0,0,0,0,0,0,6,0,0,29
1,Bashir,15,0,0,0,0,0,0,0,0,0,0,0,0,6,21
1,Basil,16,0,0,0,0,0,0,0,0,0,23,103,150,153,445
1,Basile,0,48,581,401,526,421,211,174,112,223,783,1841,3159,4316,12796
1,Basilide,15,0,0,0,0,0,0,6,3,0,0,0,0,0,24
1,Basilio,66,0,0,0,17,7,0,0,18,6,3,3,3,10,133
1,Basri,22,0,0,0,0,0,0,0,0,0,0,0,0,3,25
1,Bassam,23,0,0,0,0,0,0,0,0,8,32,37,28,48,176
1,Bassekou,28,0,0,0,0,0,0,0,0,0,0,6,11,12,57
1,Bassel,31,0,0,0,0,0,0,0,0,0,7,18,11,6,73
1,Bassem,10,0,0,0,0,0,0,0,0,21,80,75,88,98,372
1,Bassim,29,0,0,0,0,0,0,0,0,0,3,12,24,40,108
1,Bassirou,18,0,0,0,0,0,0,0,0,0,24,31,59,69,201
1,Bastiaan,17,0,0,0,0,0,0,0,0,0,0,0,0,6,23
1,Bastian,12,0,0,0,0,0,0,0,0,51,189,548,1055,567,2422
1,Bastiano,23,0,0,0,0,0,0,0,0,0,0,0,3,3,29
1,Bastien,27,3,48,43,46,14,17,22,93,2106,10293,20177,14550,6791,54230
1,Bastyen,19,0,0,0,0,0,0,0,0,0,0,0,0,3,22
1,Bathilde,23,0,0,0,7,10,0,0,0,0,0,0,0,0,40
1,Bathiste,21,0,0,0,0,0,0,0,0,0,0,0,6,0,27
1,Batin,18,0,0,0,0,0,0,0,0,0,0,0,0,3,21
1,Batist,19,0,0,0,0,0,0,0,0,0,0,0,28,11,58
1,Batista,20,0,0,0,0,0,0,0,0,0,0,0,13,12,45
1,Batiste,5,0,0,0,0,0,0,0,0,15,81,244,815,511,1671
1,Batistin,22,0,0,0,0,0,0,0,0,0,0,0,4,3,29
1,Batoura,27,0,0,0,0,0,0,0,0,0,0,0,16,16,59
1,Battal,22,0,0,0,0,0,0,0,0,0,0,8,0,0,30
1,Battista,34,0,0,0,12,0,0,0,0,0,0,0,6,3,55
1,Battiste,21,0,0,0,0,0,0,0,0,0,0,7,27,14,69
1,Battistu,16,0,0,0,0,0,0,0,0,0,0,0,3,26,45
1,Batuhan,4,0,0,0,0,0,0,0,0,0,0,71,235,89,399
1,Batyste,19,0,0,0,0,0,0,0,0,0,0,0,3,16,38
1,Baudoin,47,0,0,0,0,17,64,54,29,42,55,59,41,6,414
1,Baudouin,22,0,0,0,0,15,64,90,55,81,157,342,305,208,1339
1,Baudry,33,0,0,0,0,0,0,0,0,0,0,4,0,0,37
1,Bauduin,18,0,0,0,0,0,3,0,0,0,0,0,0,0,21
1,Bautista,16,0,0,0,0,0,0,3,0,0,0,0,3,0,22
1,Bawer,15,0,0,0,0,0,0,0,0,0,0,0,10,9,34
1,Bayan,28,0,0,0,0,0,0,0,0,0,0,3,4,14,49
1,Bayane,15,0,0,0,0,0,0,0,0,0,0,0,10,7,32
1,Bayard,43,0,3,8,4,0,0,3,0,0,0,0,0,0,61
1,Bayazid,3,0,0,0,0,0,0,0,0,0,0,0,0,21,24
1,Baydir,21,0,0,0,0,0,0,0,0,0,6,0,0,0,27
1,Baye,33,0,0,0,0,0,0,0,0,0,5,0,0,15,53
1,Bayram,0,0,0,0,0,0,0,0,0,55,135,111,108,135,544
1,Bayrem,23,0,0,0,0,0,0,0,0,0,8,3,3,78,115
1,Bayron,3,0,0,0,0,0,0,0,0,0,0,33,117,102,255
1,Bayrone,16,0,0,0,0,0,0,0,0,0,0,0,0,4,20
1,Bayronn,20,0,0,0,0,0,0,0,0,0,0,0,0,3,23
1,Bazil,9,0,0,0,0,0,0,0,0,0,0,25,71,91,196
1,Bazile,63,5,77,41,40,32,18,13,0,0,0,8,36,27,360
1,Bazoumana,25,0,0,0,0,0,0,0,0,0,0,0,0,3,28
1,Baïdy,3,0,0,0,0,0,0,0,0,0,0,0,0,35,38
1,Becaye,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,Bechir,16,0,0,0,0,0,0,3,48,155,200,93,94,71,680
1,Bedir,17,0,0,0,0,0,0,0,0,0,0,3,0,15,35
1,Bedirhan,13,0,0,0,0,0,0,0,0,0,0,3,112,84,212
1,Bedis,42,0,0,0,0,0,0,0,0,0,0,3,14,3,62
1,Bedran,20,0,0,0,0,0,0,0,0,0,0,3,3,0,26
1,Bedros,18,0,0,0,7,8,3,0,0,0,0,0,0,0,36
1,Bekaye,31,0,0,0,0,0,0,0,0,0,0,3,0,3,37
1,Bekim,25,0,0,0,0,0,0,0,0,9,0,3,0,0,37
1,Bekir,3,0,0,0,0,0,0,0,0,32,78,88,102,54,357
1,Bektas,33,0,0,0,0,0,0,0,0,0,0,4,0,0,37
1,Bel,49,0,0,0,0,0,0,0,3,9,11,0,0,0,72
1,Bela,55,0,0,0,14,0,0,0,3,0,0,0,0,0,72
1,Belaid,25,0,0,0,0,0,3,34,98,91,61,34,39,6,391
1,Belal,30,0,0,0,0,0,0,0,0,3,36,23,8,0,100
1,Belarmino,14,0,0,0,0,0,0,0,5,3,0,0,0,0,22
1,Belaïd,32,0,0,0,0,0,0,0,0,0,0,0,0,9,41
1,Belel,24,0,0,0,0,0,0,0,0,0,6,3,0,0,33
1,Belgacem,26,0,0,0,0,0,0,0,23,66,82,19,33,22,271
1,Belhadj,37,0,0,0,0,0,0,0,0,7,3,0,0,0,47
1,Belhassen,28,0,0,0,0,0,0,0,0,0,3,0,0,0,31
1,Belisaire,28,0,6,0,0,0,0,0,0,0,0,0,0,0,34
1,Belkacem,4,0,0,0,0,0,11,207,521,387,269,146,137,109,1791
1,Belkacen,17,0,0,0,0,0,0,0,3,0,0,0,0,0,20
1,Belkassem,19,0,0,0,0,0,0,0,0,3,0,0,0,0,22
1,Belkheir,32,0,0,0,0,0,0,0,0,3,3,3,0,0,41
1,Belkhir,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Bellal,38,0,0,0,0,0,0,0,0,0,12,24,3,0,77
1,Belmehel,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1,Belmin,18,0,0,0,0,0,0,0,0,0,0,0,12,0,30
1,Belmiro,14,0,0,0,0,0,0,0,0,24,0,0,0,0,38
1,Beloni,15,0,3,3,0,0,0,0,0,0,0,0,0,0,21
1,Bemba,37,0,0,0,0,0,0,0,0,0,0,3,16,10,66
1,Ben,23,0,0,0,7,0,30,116,237,181,165,290,650,666,2365
1,Ben-Ali,39,0,0,0,0,0,0,3,0,0,0,4,0,0,46
1,Ben-Amar,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1,Ben-Yamine,18,0,0,0,0,0,0,0,0,0,0,3,3,3,27
1,Benaissa,50,0,0,0,0,0,0,4,17,33,52,7,18,3,184
1,Benali,51,0,0,0,0,0,0,10,37,30,26,18,19,0,191
1,Benamar,21,0,0,0,0,0,0,25,134,130,51,27,41,19,448
1,Benaouda,47,0,0,0,0,0,0,3,9,18,13,4,3,0,97
1,Benat,20,0,0,0,0,0,0,0,0,19,61,37,19,0,156
1,Benaïssa,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Bendehiba,29,0,0,0,0,0,0,0,0,0,0,0,3,0,32
1,Bendhiba,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Bendji,15,0,0,0,0,0,0,0,0,0,0,4,10,3,32
1,Benedetto,54,0,0,0,6,0,8,24,39,9,0,0,0,0,140
1,Benedict,85,0,28,6,20,7,24,30,32,13,14,8,16,16,299
1,Bengy,19,0,0,0,0,0,0,0,0,0,0,0,3,0,22
1,Beni,21,0,0,0,0,0,0,0,0,0,0,13,89,35,158
1,Beniamin,16,0,0,0,0,0,0,0,0,0,0,0,0,25,41
1,Beniamino,42,0,0,0,10,3,0,0,0,0,0,0,0,0,55
1,Benicio,8,0,0,0,0,0,0,0,0,0,0,0,19,38,65
1,Benigne,70,0,0,4,0,3,0,0,9,4,0,3,0,0,93
1,Benigno,22,0,0,0,0,0,0,0,7,3,0,0,0,0,32
1,Benilde,23,0,0,0,0,0,0,0,15,0,0,0,0,0,38
1,Benito,62,0,0,6,64,76,26,35,114,50,27,9,32,18,519
1,Benjamin,0,112,1257,959,917,560,377,456,1237,15398,49207,48824,22346,8039,149689
1,Benjamyn,18,0,0,0,0,0,0,0,0,0,0,6,10,0,34
1,Benji,10,0,0,0,0,0,0,0,0,0,13,57,190,88,358
1,Benjy,18,0,0,0,0,0,0,0,0,0,6,29,147,70,270
1,Benny,36,0,0,0,0,0,0,0,0,6,3,12,40,37,134
1,Benoist,38,0,3,3,0,10,26,113,277,359,296,93,20,0,1238
1,Benoit,43,0,0,0,0,0,0,0,13,43,50,24,110,438,721
1,Benoni,50,14,137,86,81,56,6,0,0,3,0,0,0,0,433
1,Benonie,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1,Benony,18,0,3,0,0,0,0,0,0,0,0,0,0,0,21
1,Benoît,0,229,2331,1682,1551,1172,1828,6035,17663,34794,36607,16044,4966,621,125523
1,Benoît-Joseph,37,0,0,0,0,0,0,0,0,3,35,19,26,0,120
1,Benoît-Marie,34,0,0,0,0,0,0,3,0,0,0,4,0,0,41
1,Benoît-Pierre,19,0,0,0,0,0,0,0,0,0,8,0,0,0,27
1,Benoît-Xavier,17,0,0,0,0,0,0,0,0,3,0,0,0,0,20
1,Benson,27,0,0,0,0,0,0,0,0,0,0,0,12,8,47
1,Bentley,6,0,0,0,0,0,0,0,0,0,0,0,3,21,30
1,Bento,24,0,0,0,0,0,0,0,0,4,0,0,0,0,28
1,Benvenuto,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Beny,22,0,0,0,0,0,0,0,0,0,0,0,21,10,53
1,Benyahia,24,0,0,0,0,0,0,0,0,0,3,0,0,0,27
1,Benyamin,21,0,0,0,0,0,0,0,0,0,4,25,11,52,113
1,Benyamine,27,0,0,0,0,0,0,0,0,0,0,30,7,43,107
1,Benyebka,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,Benyoucef,20,0,0,0,0,0,0,0,3,9,0,0,0,0,32
1,Benyounes,34,0,0,0,0,0,0,0,0,3,0,0,0,0,37
1,Benziane,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,Berange,21,0,0,0,0,0,0,0,9,0,0,0,0,0,30
1,Beranger,62,0,31,17,19,10,14,4,3,78,210,136,49,0,633
1,Berard,54,0,4,0,0,7,17,36,45,13,0,0,0,0,176
1,Berat,8,0,0,0,0,0,0,0,0,0,0,58,417,958,1441
1,Berdan,15,0,0,0,0,0,0,0,0,0,0,0,82,16,113
1,Beren,7,0,0,0,0,0,0,0,0,0,0,0,16,0,23
1,Berenger,54,0,10,0,8,3,0,0,3,134,490,246,85,3,1036
1,Berhan,15,0,0,0,0,0,0,0,0,0,0,0,3,5,23
1,Berkan,11,0,0,0,0,0,0,0,0,0,4,37,163,62,277
1,Berkant,25,0,0,0,0,0,0,0,0,0,0,0,101,4,130
1,Berkay,2,0,0,0,0,0,0,0,0,0,0,24,102,110,238
1,Berke,16,0,0,0,0,0,0,0,0,0,0,0,6,4,26
1,Berken,17,0,0,0,0,0,0,0,0,0,0,0,0,7,24
1,Berkin,4,0,0,0,0,0,0,0,0,0,0,0,0,26,30
1,Bernabe,74,6,23,18,16,17,3,13,11,3,0,0,0,0,184
1,Bernadin,45,7,52,36,38,60,46,47,36,0,0,0,0,0,367
1,Bernard,0,419,7155,11790,42547,83942,149700,127650,38044,5714,1568,527,176,63,469295
1,Bernard-Marie,20,0,0,0,0,0,4,9,0,0,0,0,0,0,33
1,Bernardin,39,22,186,148,141,122,78,52,15,6,0,0,0,0,809
1,Bernardino,65,0,0,0,15,8,0,3,38,45,3,0,0,0,177
1,Bernardo,54,0,0,0,49,11,9,35,111,65,24,0,14,54,426
1,Bernd,23,0,0,0,0,0,36,4,4,0,0,0,0,0,67
1,Bernhard,49,0,12,11,0,0,37,24,13,0,0,0,0,0,146
1,Bernie,27,0,0,0,0,0,0,0,0,0,6,10,0,3,46
1,Bernus,50,0,0,0,0,0,0,4,3,0,0,0,0,0,57
1,Berny,33,0,0,0,0,0,0,0,0,0,0,4,0,0,37
1,Berry,22,0,0,0,0,0,0,0,0,0,0,3,0,0,25
1,Bertan,16,0,0,0,0,0,0,0,0,0,0,3,33,3,55
1,Berte,51,0,3,6,7,3,12,15,6,0,0,0,0,0,103
1,Berthe,55,0,12,11,25,41,28,19,12,0,0,0,0,0,203
1,Berthier,21,0,3,3,0,0,0,0,0,0,0,0,0,0,27
1,Berthin,52,4,24,14,11,13,5,14,3,0,0,0,0,0,140
1,Bertho,52,0,0,0,0,4,7,3,3,3,0,0,0,0,72
1,Berthold,51,0,27,7,10,10,6,3,0,0,0,0,0,0,114
1,Berthy,66,0,3,0,0,6,7,15,5,3,0,3,0,0,108
1,Bertie,50,0,5,3,0,0,3,0,0,0,0,0,0,0,61
1,Bertil,83,0,0,0,0,3,3,21,27,20,14,9,21,0,201
1,Bertille,14,0,0,0,0,0,0,0,3,0,0,0,3,0,20
1,Bertin,42,21,320,296,339,251,192,227,141,18,18,22,8,9,1904
1,Berto,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1,Berton,36,0,3,0,0,3,0,0,0,0,0,0,0,0,42
1,Bertram,18,0,0,0,0,0,0,0,0,3,0,0,0,0,21
1,Bertran,32,0,0,0,0,0,0,4,0,0,3,0,0,0,39
1,Bertrand,0,81,990,856,1281,1765,4068,11226,18812,17126,8541,2201,350,72,67369
1,Berty,58,0,3,7,9,13,16,46,29,0,0,0,0,0,181
1,Beryl,32,0,0,0,0,0,0,0,0,3,21,15,67,16,154
1,Berzan,8,0,0,0,0,0,0,0,0,0,0,0,26,46,80
1,Besim,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1,Besnik,18,0,0,0,0,0,0,0,0,0,3,0,0,0,21
1,Bessam,25,0,0,0,0,0,0,0,0,0,0,0,3,0,28
1,Bessem,36,0,0,0,0,0,0,0,0,4,34,18,7,3,102
1,Betsalel,23,0,0,0,0,0,0,0,0,0,12,32,37,16,120
1,Bettan,25,0,0,0,0,0,0,0,0,0,0,0,0,7,32
1,Betti,29,0,0,0,0,0,0,0,0,0,0,0,0,4,33
1,Beyhan,17,0,0,0,0,0,0,0,0,0,3,0,0,0,20
1,Beyram,23,0,0,0,0,0,0,0,0,0,0,0,0,7,30
1,Beytullah,14,0,0,0,0,0,0,0,0,0,18,27,49,19,127
1,Bi,25,0,0,0,0,0,0,0,0,0,0,0,0,6,31
1,Biaggio,21,0,0,0,0,0,0,0,9,0,0,0,0,0,30
1,Biagio,50,0,0,0,0,0,0,20,55,6,0,0,0,5,136
1,Biagui,19,0,0,0,0,0,0,0,0,0,0,0,0,5,24
1,Bicente,15,0,0,0,0,0,0,0,0,0,0,0,0,12,27
1,Bien-Aime,26,0,10,6,7,0,0,0,0,0,0,0,0,0,49
1,Bienaime,18,8,121,94,91,46,14,0,0,0,0,0,0,0,392
1,Bienvenido,20,0,0,0,0,0,0,0,14,0,0,0,0,0,34
1,Bienvenu,65,0,80,52,47,29,7,6,0,7,10,6,17,0,326
1,Bienvenue,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,Bijan,29,0,0,0,0,0,0,0,0,0,0,3,0,0,32
1,Bilail,20,0,0,0,0,0,0,0,0,0,6,26,4,0,56
1,Bilal,11,0,0,0,0,0,0,0,0,84,836,3418,6018,3199,13566
1,Bilale,15,0,0,0,0,0,0,0,0,5,44,75,37,6,182
1,Bilali,22,0,0,0,0,0,0,0,0,0,10,9,0,0,41
1,Bilaly,30,0,0,0,0,0,0,0,0,0,8,28,28,45,139
1,Bileil,21,0,0,0,0,0,0,0,0,0,0,6,0,0,27
1,Bilel,6,0,0,0,0,0,0,0,0,30,557,1498,2271,1996,6358
1,Bilele,23,0,0,0,0,0,0,0,0,0,38,39,3,0,103
1,Bilhal,22,0,0,0,0,0,0,0,0,0,0,15,6,0,43
1,Bilhel,25,0,0,0,0,0,0,0,0,0,3,0,3,0,31
1,Bili,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1,Bill,52,0,0,0,0,0,7,6,0,0,4,32,16,15,132
1,Billal,7,0,0,0,0,0,0,0,0,13,199,565,824,175,1783
1,Billale,24,0,0,0,0,0,0,0,0,0,10,17,5,0,56
1,Billel,8,0,0,0,0,0,0,0,0,3,185,469,374,148,1187
1,Billele,26,0,0,0,0,0,0,0,0,0,3,14,0,0,43
1,Billy,24,0,0,0,0,3,17,49,42,183,722,832,425,178,2475
1,Bily,52,0,0,3,0,0,0,0,0,0,0,3,3,0,61
1,Bilâl,8,0,0,0,0,0,0,0,0,0,0,0,0,39,47
1,Binh,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1,Binjamin,31,0,0,0,0,0,0,0,0,0,0,11,0,3,45
